pack_slug,seed_key,month,units,amount,units_men,units_women,amount_men,amount_women,city,store_type,uf,created_at,updated_at,batch_sha
levis_bw,name:7bf19cd22676807d8ddc2c49f4fc471f516f9b0886634308848ddac5adff97d3,2026-01-01,44.000000,1165787.92,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.892919+00,2026-08-17 19:35:13.892923+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:229d3c15bb863526b1885dbbed750dcbe5a34881a7c9c2336e2c7c3463ba3fb9,2026-01-01,30.000000,794855.40,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.894129+00,2026-08-17 19:35:13.894132+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:229d3c15bb863526b1885dbbed750dcbe5a34881a7c9c2336e2c7c3463ba3fb9,2026-02-01,30.000000,794855.40,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.895312+00,2026-08-17 19:35:13.895316+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:229d3c15bb863526b1885dbbed750dcbe5a34881a7c9c2336e2c7c3463ba3fb9,2026-05-01,55.000000,1457234.90,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.896504+00,2026-08-17 19:35:13.896507+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:30249a2e38b3287a82146a2d0ff077f6269f5bdb76d0aab02acb13248b3d0108,2026-06-01,96.000000,2543537.28,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.897662+00,2026-08-17 19:35:13.897666+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:bd6245b77d05387e799b6d13f25c965ab51d86b68f68ccc0195f67c84d147d5e,2026-05-01,64.000000,1695691.52,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.898828+00,2026-08-17 19:35:13.898831+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:b24ab05426efed3a2d99a36b9358e06adc5e9f328bc5e2bf7a8e7f00a62b51e2,2026-04-01,18.000000,476913.24,0.000000,0.000000,0.00,0.00,Cap Fed,Multibrand,"",2026-08-17 19:35:13.900032+00,2026-08-17 19:35:13.900036+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:b24ab05426efed3a2d99a36b9358e06adc5e9f328bc5e2bf7a8e7f00a62b51e2,2026-05-01,27.000000,841611.60,0.000000,0.000000,0.00,0.00,Cap Fed,Multibrand,"",2026-08-17 19:35:13.901235+00,2026-08-17 19:35:13.901239+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:9763df01ce30aa3b9ddd9067b7df2d6c277004a089ed08cb875aaf2b182a64ae,2026-06-01,35.000000,1090978.00,0.000000,0.000000,0.00,0.00,Sur,Multibrand,"",2026-08-17 19:35:13.902393+00,2026-08-17 19:35:13.902396+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:d11f1bd5cf6a24db42d5880f6fe538124558683eac8aebc0af3c14b7153f32a4,2026-06-01,36.000000,1122148.80,0.000000,0.000000,0.00,0.00,Sur,Multibrand,"",2026-08-17 19:35:13.903677+00,2026-08-17 19:35:13.903681+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:a65b3d5d22ae4e3e63ae5ebced90dc2bc0fa1767d8f931a5cef48f8ed0d03073,2026-06-01,144.000000,3860191.80,0.000000,0.000000,0.00,0.00,Noa,Multibrand,"",2026-08-17 19:35:13.905134+00,2026-08-17 19:35:13.905137+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:08fb4475b65a07ab56c4a6d4aff5a3541317c7754340afb3936b3734d9d7739c,2026-02-01,17.000000,539663.60,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.906407+00,2026-08-17 19:35:13.906411+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:3cb421cd990b077c111dfc60823b0ccdf26dbbe36bcb91bc2d4c3d14192f93e4,2026-04-01,17.000000,529903.60,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.907641+00,2026-08-17 19:35:13.907645+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:d14904bc50de6977024499f60f8fb82c94240a1eb0bb85b6a6ccbb3b8cc0db85,2026-06-01,9.000000,280537.20,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.908816+00,2026-08-17 19:35:13.908819+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:d14904bc50de6977024499f60f8fb82c94240a1eb0bb85b6a6ccbb3b8cc0db85,2026-07-01,-1.000000,-14026.86,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.909967+00,2026-08-17 19:35:13.90997+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:f1f4051aafcb46be763bea317b215a2194c65cd1a6d2f7f6670a981148fe6076,2026-05-01,137.000000,3843359.64,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.911124+00,2026-08-17 19:35:13.911127+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:d5872f71147ff1e45c9a0b0d6943fbb72788c6e6ba8e40ebfa9563c8dc805d80,2026-04-01,96.000000,2693157.12,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.91224+00,2026-08-17 19:35:13.912243+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:a85acad23e9fd23aa1f409993c892d778ef4d2d8707a19991ce4dfb27b3f89e3,2026-04-01,82.000000,2556005.60,0.000000,0.000000,0.00,0.00,GBA,Multibrand,"",2026-08-17 19:35:13.913355+00,2026-08-17 19:35:13.913358+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:3e57e0e2d6b77feb151a14efd165530d5a3d6e5b94e8c0df8331641d92b6d683,2026-06-01,52.000000,1620881.60,0.000000,0.000000,0.00,0.00,GBA,Multibrand,"",2026-08-17 19:35:13.914482+00,2026-08-17 19:35:13.914484+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_bw,name:c30f50f9482d0237d845703ecc9864e7b83f68a9039f5fe2b2601a10103ae9d3,2026-06-01,31.000000,966294.80,0.000000,0.000000,0.00,0.00,GBA,Multibrand,"",2026-08-17 19:35:13.915592+00,2026-08-17 19:35:13.915595+00,ddf6b7bf66d90c925b29b18a3ddd11086df9afadab6075d41a256e3a53c959f5
levis_lw_dz,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-02-01,1628.666000,46608486.24,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.916696+00,2026-08-17 19:35:13.916699+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-03-01,1196.670000,42090362.60,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.917814+00,2026-08-17 19:35:13.917817+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-04-01,24.333000,901233.28,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.918912+00,2026-08-17 19:35:13.918915+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-05-01,1941.667000,58989904.00,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.920041+00,2026-08-17 19:35:13.920044+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-07-01,2876.834000,116807314.20,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.921301+00,2026-08-17 19:35:13.921306+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:cb8dbf65fa6efb9d81fc4962c6df815fbf6ba20c53c39d79d31425b13953795b,2026-04-01,0.750000,19317.12,0.000000,0.000000,0.00,0.00,Cap Fed,Multibrand,"",2026-08-17 19:35:13.92252+00,2026-08-17 19:35:13.922524+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:208814360c25ec35bd3b6670ec6b96c5b8d8cf55a791d458f8a96ea2688fa6ec,2026-05-01,7.500000,256991.04,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.923658+00,2026-08-17 19:35:13.923661+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:208814360c25ec35bd3b6670ec6b96c5b8d8cf55a791d458f8a96ea2688fa6ec,2026-07-01,12.500000,473182.59,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.924805+00,2026-08-17 19:35:13.92481+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:f571b4738aece2dc024a1d86fc7ba9a6adfea6bde53c02792334ca8cc0488562,2026-06-01,8.500000,313961.61,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.926343+00,2026-08-17 19:35:13.926346+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:7914a0ffe191edd7c984469293c18f3bdb411328773300607f75f9d8040c3bf1,2026-01-01,19.000000,653798.58,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.927514+00,2026-08-17 19:35:13.927517+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:7914a0ffe191edd7c984469293c18f3bdb411328773300607f75f9d8040c3bf1,2026-04-01,19.000000,692602.44,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.928646+00,2026-08-17 19:35:13.928649+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:1b9f2965375e4bd50f083ed279fe18c882542fbeb68c3ca38df4007aff387134,2026-06-01,15.500000,510499.29,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.929828+00,2026-08-17 19:35:13.929832+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:b4bc0b434ea2c2e12424e89609d90cb949ba227ba05b0f9b5edd7c8de6a201e9,2026-01-01,15.000000,509006.52,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.930998+00,2026-08-17 19:35:13.931001+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:b4bc0b434ea2c2e12424e89609d90cb949ba227ba05b0f9b5edd7c8de6a201e9,2026-06-01,4.000000,157727.19,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.932184+00,2026-08-17 19:35:13.932187+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:87e1ecf950b921c66ea76f1796700fa42aef1a56318a1fa95a7fe124a12c5475,2026-01-01,22.000000,742114.77,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.933388+00,2026-08-17 19:35:13.933392+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:17811fe6cba177c8736889dc5750a962333422d444718dc6ed3949950504fafa,2026-01-01,13.500000,467748.54,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.934562+00,2026-08-17 19:35:13.934566+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:17811fe6cba177c8736889dc5750a962333422d444718dc6ed3949950504fafa,2026-02-01,14.500000,504030.96,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.935865+00,2026-08-17 19:35:13.935868+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:17811fe6cba177c8736889dc5750a962333422d444718dc6ed3949950504fafa,2026-05-01,15.500000,515474.85,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.937132+00,2026-08-17 19:35:13.937136+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:4c4d48c03f59387dee7e69d3a76670db84ce9cc787b7ce700e95454f8084b7f4,2026-06-01,7.000000,269181.57,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.938843+00,2026-08-17 19:35:13.938848+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:0903be3b82427ec85a84a5b69c5ea371438dd8f451591d4f99969a84d7f3eac1,2026-05-01,2.000000,79112.22,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store (franchise),"",2026-08-17 19:35:13.940588+00,2026-08-17 19:35:13.940592+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:f951c94d7075fc7f9117c3cc06c8c61e8a4d10fe29e46ceebef4568e284c9fd1,2026-04-01,5.000000,196039.92,0.000000,0.000000,0.00,0.00,Cap Fed,Multibrand,"",2026-08-17 19:35:13.941783+00,2026-08-17 19:35:13.941786+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:3d622861852d0aca87544429ea6ae134d0e97a6cade64cfba544d5cc072203a9,2026-06-01,7.000000,322537.80,0.000000,0.000000,0.00,0.00,Sur,Multibrand,"",2026-08-17 19:35:13.942965+00,2026-08-17 19:35:13.942969+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:fb4bcec5c140b85450dbacd99386988d3245c1960307084de727a22b046f5528,2026-02-01,15.000000,570147.60,0.000000,0.000000,0.00,0.00,Cuyo,Multibrand,"",2026-08-17 19:35:13.944133+00,2026-08-17 19:35:13.944136+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:e18fe8bf4f8ce911e00030a87f54361f242c07eaa38395f53e5721d42bbc719c,2026-04-01,14.000000,583026.00,0.000000,0.000000,0.00,0.00,Cuyo,Multibrand,"",2026-08-17 19:35:13.94533+00,2026-08-17 19:35:13.945334+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:6fb4548c3dc1bdab98206d04dfa98c129a82bb0233305da32b8093a1a683345f,2026-05-01,202.500000,7446766.32,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.946538+00,2026-08-17 19:35:13.946541+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:bc5c675af4a7b033c2dd865bbd35ea2283a4c8c8de074fbe3dd21ce5c2a6c927,2026-01-01,91.500000,2604396.78,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.947731+00,2026-08-17 19:35:13.947734+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:bc5c675af4a7b033c2dd865bbd35ea2283a4c8c8de074fbe3dd21ce5c2a6c927,2026-02-01,42.000000,1170618.48,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.948891+00,2026-08-17 19:35:13.948894+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:bc5c675af4a7b033c2dd865bbd35ea2283a4c8c8de074fbe3dd21ce5c2a6c927,2026-04-01,129.000000,4635059.76,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.950064+00,2026-08-17 19:35:13.950067+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:bc5c675af4a7b033c2dd865bbd35ea2283a4c8c8de074fbe3dd21ce5c2a6c927,2026-07-01,147.000000,5515396.92,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.951222+00,2026-08-17 19:35:13.951225+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:a2a27c83f99d1ff1221d92eb487a840b9f6b624a6e4140738d2293a6dab65400,2026-02-01,6.000000,193171.20,0.000000,0.000000,0.00,0.00,Córdoba,Multibrand,"",2026-08-17 19:35:13.952367+00,2026-08-17 19:35:13.95237+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:13404ec6389832215b9a20c584d6639f4f9abc1dfc3305aa8cbf6d2e8ba78f7f,2026-04-01,100.000000,3420000.00,0.000000,0.000000,0.00,0.00,GBA,Multibrand,"",2026-08-17 19:35:13.953538+00,2026-08-17 19:35:13.953541+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:aeea41870ad3cc0942eb11b3548169a8ed0b4aa372e9d3505a93a7422e41fe3c,2026-06-01,37.500000,1550346.00,0.000000,0.000000,0.00,0.00,GBA,Multibrand,"",2026-08-17 19:35:13.954841+00,2026-08-17 19:35:13.954844+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_dz,name:935e179dbeae7fcc6cda31398f3c736fd793576a4e481546177614188da1f858,2026-06-01,9.000000,368781.60,0.000000,0.000000,0.00,0.00,GBA,Multibrand,"",2026-08-17 19:35:13.95606+00,2026-08-17 19:35:13.956063+00,965d15fdf602d753a3b5bf91eb80f25c29da913c4f03a215be358486714a37ec
levis_lw_pk,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-02-01,7984.000000,46608486.24,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.957235+00,2026-08-17 19:35:13.957238+00,a35db4cd5d87db8b617051dca6dcade0db7ef79d96c928be0ea234f57f03454d
levis_lw_pk,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-03-01,7180.000000,42090362.60,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.958368+00,2026-08-17 19:35:13.958371+00,a35db4cd5d87db8b617051dca6dcade0db7ef79d96c928be0ea234f57f03454d
levis_lw_pk,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-04-01,146.000000,901233.28,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.959531+00,2026-08-17 19:35:13.959534+00,a35db4cd5d87db8b617051dca6dcade0db7ef79d96c928be0ea234f57f03454d
levis_lw_pk,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-05-01,9300.000000,58989904.00,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.96068+00,2026-08-17 19:35:13.960684+00,a35db4cd5d87db8b617051dca6dcade0db7ef79d96c928be0ea234f57f03454d
levis_lw_pk,name:a55c5e432f20b9edaf99fc8bb2f1fae688be3f367c97cbbb21524603e748b1d2,2026-07-01,13958.000000,116807314.20,0.000000,0.000000,0.00,0.00,Cap Fed,Levi's Store,"",2026-08-17 19:35:13.96179+00,2026-08-17 19:35:13.961792+00,a35db4cd5d87db8b617051dca6dcade0db7ef79d96c928be0ea234f57f03454d
levis_lw_pk,name:cb8dbf65fa6efb9d81fc4962c6df815fbf6ba20c53c39d79d31425b13953795b,2026-04-01,3.000000,19317.12,0.000000,0.000000,0.00,0.00,Cap Fed,Multibrand,"",2026-08-17 19:35:13.962892+00,2026-08-17 19:35:13.962895+00,a35db4cd5d87db8b617051dca6dcade0db7ef79d96c928be0ea234f57f03454d
